,name,followers_count,total_number_of_tweets,location,language,tweet_count
2102,Gary J. Polisano - Author,1730.0,14387,"Logan, UT",en,2
2103,ART TAVANA 🏳️‍🌈🏴‍☠️,10296.0,27348,"Burbank, CA",en,2
2104,Simply Positively,17.0,53,"New York, NY",en,2
2105,Carolyn,1390.0,57097,United States,en,2
2106,eye2country,5908.0,62078,"Colorado, USA",en,2
2107,Your Book Zone,60941.0,125911,"Minneapolis, MN",en,2
2108,pequebú,557.0,17639,Ciudad de México,es,2
2109,Diversity at Work,1361.0,16385,"London, Ontario, Canada",en,2
2110,Amanda Draper,1019.0,54315,Washington DC/Colombia/Chile,en,2
2111,SCM Press,1457.0,2317,London,en,2
2112,Horrorpedia,11414.0,11839,London,en,2
2113,Yoga Roots,1334.0,9095,"Los Angeles, CA",en,2
2114,DFJ,1830.0,35255,"Illinois, USA",en,2
2115,Johnny Depp Belgium,106.0,3501,België,en,2
2116,Gabrielle Horton,944.0,19068,"Los Angeles, CA",en,2
2117,Chelsea Bennington,122.0,1119,"Manhattan, NY",en,2
2118,Shania Walters,1452.0,2958,"Danville, VA",en,2
2119,Sachin Prasanna,55.0,5888,"Madurai South, India",en,2
2120,Chaukidar aksingh,558.0,39942,mumbai,en,2
2121,Michele Mikkelsen,992.0,13100,American University Library ,en,2
2122,"Paula Edgar, Inclusion Strategy Solutions LLC",4895.0,104513,"New York, NY",en,2
2123,Tweets4Homebyrs™,30.0,7189,North America,en,2
2124,IIM Inc.™,91.0,6928,"Toronto, Ontario",en,2
2125,Alicia Sleaze,754.0,28250,"Chicago, IL",en,2
2126,A.E.C.M. 🌹,6.0,150,"California, USA",en,2
2127,@brandsnewNJ™,55.0,8866,Twitter,en,2
2128,SYFY WIRE,45935.0,62911,"The past, present and future",en,2
2129,billboardbiz,143053.0,59046,New York,en,2
2130,Zeee,157.0,3575,London Essex,en,2
2131,Anne Henry ⭐️⭐️⭐️,5794.0,33829,United States,en,2
2132,Stacy Whitman,7487.0,69723,New York,en,2
2133,NATIVETOUNGES,843.0,62383,#Triumph,en,2
2134,Eamon Lahiri ایمن لاہری,267.0,7515,Beside the cupboard,en,2
2135,JenifferG,836.0,22348,"Washington, DC",en,2
2136,BreakingNews,493.0,41046,London,en,2
2137,Older and Wiser 🇨🇦,298.0,48819,Canada,en,2
2138,Beverly Atherton,496.0,38216,"Michigan, USA",en,2
2139,Antoinette Rose,645.0,29047,"Los Angeles, CA",en,2
2140,NTNBC,54.0,1580,"New Westminster, B.C.",en,2
2141,CA Manoj Mani,120.0,468,City of Joy,en,2
2142,Sandy♡,89.0,8825,"
",en,2
2143,Ahab,967.0,74625,USA,en,2
2144,M@rci3⭐⭐⭐,1335.0,88721,"Valdosta, GA",en,2
2145,Sandra Greer,57.0,18878,"Southport, NC",en,2
2146,John Harvey 💜,20534.0,65089,Exeter,en,2
2147,Philippe Gautier,405.0,4527,Paris,fr,2
2148,ROZAAAAY,1910.0,134918,BAY AREA,en,2
2149,Reformed Lappalolian,1553.0,30927,"Monrovia, Liberia",en,2
2150,@JaimieSeaton,2255.0,41711,U.S.A.,en,2
2151,dileep singh,43.0,1274,"Bulandshahr, India",en,2
2152,Laura Dorwart,3914.0,8556,"Cleveland, OH",en,2
2153,Jagroop Singh,106.0,3114,INDIA,en,2
2154,JWFAtlanta,216.0,1541,"Atlanta, GA",en,2
2155,Node XI,5.0,284,Montenegro,en,2
2156,Listening Library,5298.0,5704,"New York, NY",en,2
2157,Joey Wozniak,731.0,2725,"Georgia, USA",en,2
2158,Ale,214.0,7034,Italy,en,2
2159,Bonnie Luhman,294.0,4239,United States,en,2
2160,Yadin ידין,2200.0,64839,Babylon (DMV),en,2
2161,James Mangwiro,2435.0,49088,"Norton, Zimbabwe",en,2
2162,Nitya Huntley (Moezzi),874.0,16856,"San Diego, CA",en,2
2163,Firdevs İskender,878.0,571,"İstanbul, Türkiye",en,2
2164,Got 15 Moos? 🇺🇸 💡✒,294.0,19662,USA,en,2
2165,Laura.,458.0,4929,Out here.,en,2
2166,Molly Prince,6893.0,7772,God’s country,en,2
2167,🇺🇸 Fₐₘᵢₗy ₗᵢₙₑₐgₑ ₛᵢₙcₑ ₁₇₉₆ #ₐDₒₛ...ₙₒₜ ₐ bₒₜ,380.0,1150,"Vallejo, CA",en,2
2168,Jeremy Fetzer,453.0,180,orlando,en,2
2169,Blue Lightning,773.0,32338,Earth,en,2
2170,Trilobite Guy,46.0,2610,"Houston, TX",en,2
2171,Lonni Sawin,272.0,82153,"Traverse City, MI",en,2
2172,joannclelia 🏃🏼‍♀️⛰,214.0,15653,"Reno, NV",en,2
2173,Efe J,205.0,11517,DMV,en,2
2174,DougDooganuchi,1100.0,45012,United States,en,2
2175,Kevin Chang 🌏⚖️,562.0,1513,"Based in Geneva, working globa",en,2
2176,Akinsanya oluwatoba,1176.0,56758,Lagos,en,2
2177,B-Sides & Badlands,865.0,4107,New York City,en,2
2178,Puram,8759.0,59574,USDR,en,2
2179,🌸Pinky Cat 🐈 COMMISSIONS OPEN!,148.0,22118,United States,en,2
2180,Newser,31098.0,149044,Chicago,en,2
2181,Tasha Turner,4115.0,39292,World,en,2
2182,Jewish Community,2070.0,193325,Germany,en,2
2183,Katness #DevinNunesHumanCentipedeIndictment,6290.0,129654,Universal Mass Consciousness,en,2
2184,ハーティ♡:2501,2081.0,263395,均一なるマトリクスの裂け目の向こう,en,2
2185,Dan Galvin,4152.0,49236,Congers NY & Port St. Lucie,en,2
2186,NumisBit🇺🇸🇺🇸🇺🇸,2821.0,31624,between logic&reason,en,2
2187,more chaos demons please,483.0,7655,probably the moon honestly,en,2
2188,Shoshana Sachi,497.0,4096,Los Angeles,en,2
2189,Who?!,3241.0,36012,"Leeds, Yorkshire",en,2
2190,Febin John George,112.0,3515,"Cochin, India",en,2
2191,Prince Valiant,107.0,6805,Internet,en,2
2192,MEFeater Magazine,80782.0,3180,NYC,en,2
2193,TrevorGdChld,19678.0,55148,Your Front Porch!,en,2
2194,Ruth Perry,565.0,5586,"Virginia, USA",en,2
2195,みつ,674.0,107668,東京都,en,2
2196,Meagan Tyler,3273.0,12250,Australia,en,2
2197,William Rothwell  —  Rage Against The Machine,701.0,7152,Resistance Headquarters,en,2
2198,P.Kelly,115.0,39059,"Washington Heights, NYC.",en,2
2199,Amy C. Waninger,11764.0,9135,"Indianapolis, IN",en,2
2200,Aravind Ramesh,1236.0,31632,"Doha, Qatar",en,2
2201,TK Thiagarajah,293.0,2322,"Melbourne, Victoria",en,2
2202,The Rustic Pelican,8947.0,94481,"Florida, USA",en,2
2203,chichi,287.0,19272,"Wisconsin, USA",en,2
2204,"Tamizh Kāvalkāran(Chowkidar), The Activist🕉",5611.0,28578,Prabhu Shri Ram's feet,en,2
2205,Bill Dixon,26.0,1267,Southern Cal,en,2
2206,Kalynda Gonzales Stokes PhD,285.0,1268,"Miami, FL",en,2
2207,Je suis or,7781.0,48015,"Embo, South Africa",en,2
2208,Name can be blank.,89.0,3532,10 Grid,en,2
2209,Veronica ☮💜🐬,7759.0,65076,Chicago,en,2
2210,B. Wicklow Brady,34537.0,211448,Looking for my reading glasses,en,2
2211,Eric Finney 🇺🇸 🌺🏄🤙🇦🇺,2515.0,102503,"Washington, DC",en,2
2212,raul gomez,281.0,23444,"Floral Park, New York",en,2
2213,Emily Baker,676.0,82240,"San Diego, CA",en,2
2214,Kristi Meharg,1.0,25,"Texas, USA",en,2
2215,malgosia skawinski. Filthy.,3322.0,143336,Peckham Rye,en,2
2216,BravoZuluDJT❌,7800.0,29545,United States,en,2
2217,Victoria Collazo,2786.0,28680,"Marysville, Washington",en,2
2218,Caroline Stark,1324.0,119431,IL,en,2
2219,Stephanie Hobbs,4069.0,92733,Lewes DE,en,2
2220,❌ 🇺🇸  UR Nothing  🇺🇸 ❌,4803.0,4802,United States of America,en,2
2221,Julie,221.0,12121,"Florida, USA",en,2
2222,ICE Finance,6.0,5192,France,en,2
2223,Dr.Katherine Y Brown,726.0,2648,"Nashville, TN",en,2
2224,Heidi,54.0,2916,Home,en,2
2225,Unsilenced Voices,176.0,743,"California, USA",en,2
2226,Karen Monahan,18225.0,8519,"Minneapolis, MN",en,2
2227,Kris Kanthak,4418.0,11679,All up in your grill.,en,2
2228,Dennis,260.0,42016,lake macquarie nsw,en,2
2229,Matthew Elliot,5399.0,142897,VPPËR CANADA,en,2
2230,Bree Zee ...  2.13 ♒️,424.0,62963,A comfortable silence ... ,en,2
2231,Lopa Banerjee,970.0,2432,"New York, USA",en,2
2232,𝓙𝓪𝓷𝓮 𝓓𝓪𝓵𝔂,10233.0,202954,"Ottawa, Canada & USA",en,2
2233,AMAZEMODICA,863.0,46102,LIT/LAX/DFW/YUL,en,2
2234,Tashia R. Jones,322.0,782,"Charlotte, NC",en,2
2235,Dion Pretorius,322.0,941,"Canberra, Australia",en,2
2236,Penn Wharton Entrepreneurship,39558.0,16205,"Philadelphia, PA, USA",en,2
2237,Dondi's Girl,5329.0,81017,~ Pennsylvania ~,en,2
2238,🐾🐾Ming🐾🐾,267.0,22788,United States,en,2
2239,Gokul Raj,214.0,51707,India,en,2
2240,👸🏾Princess Shay O'Garro,1742.0,46140,New York City Baby!!!!,en,2
2241,Isabelle H-Gustafson,8106.0,377174,Connecticut,en,2
2242,Cheryl Taylor,8300.0,209519,"Texas, USA",en,2
2243,Suzette,3588.0,77750,"Washington State, USA",en,2
2244,stephen A bricks,730.0,58867,Jax,en,2
2245,Donald Bartolet,696.0,36168,"Alliance, OH",en,2
2246,Naveen,1291.0,82048,"London, England",en,2
2247,Mission_AKAmplished Esq.,184.0,16908,"In My Purpose, ON Purpose",en,2
2248,Saara Muhammad,291.0,24142,Everywhere,en,2
2249,Kaviya Harshethaa,948.0,12332,"Chennai, India",en,2
2250,Passie_Kracht,2643.0,124809,The international TERF bubble,en,2
2251,Corrin Avchin,69.0,1931,University of Oregon,en,2
2252,Cat West - Counting Witches,5930.0,727396,Canada - USA,en,2
2253,nelliestirs,1267.0,13623,USA,en,2
2254,Felipe Adan Lerma,17381.0,466391,"Austin, TX",en,2
2255,Oluwaseun Esq.,4172.0,194500,"Lagos, Nigeria",en,2
2256,pliny the elder,2949.0,96999,Brisbane,en,2
2257,Skeeter😎,1759.0,72842,United States,en,2
2258,Meredith champion,3124.0,162138,"Cleveland, TN",en,2
2259,Sharan Dhaliwal,567.0,84579,London ,en,2
2260,catosnursery,501.0,42986,"Savannah, Georgia, USA",en,2
2261,✡️zenhussy,356.0,127294,"here, there, everywhere",en,2
2262,NEDworks,6754.0,36750,Oxford / Bristol,en,2
2263,Josh Fixler,346.0,1229,"Houston, TX",en,2
2264,Black beauty,278.0,4038,"St Augustine, FL",en,2
2265,AidanB,47.0,2903,"Manhattan, NY",en,2
2266,Fabulous Females Over Forty,14637.0,23905,Worldwide,en,2
2267,Lisa 🦋,824.0,20671,UK: Some Where Over the 🌈,en,2
2268,James Peet,418.0,27378,Plymouth MN,en,2
2269,💜 MAP OF THE SOUL | PERSONA💜 [DASD],712.0,54884,"جدة, المملكة العربية السعودية",en,2
2270,Jaishankar Narayanan,621.0,12626,"Chennai, India",en,2
2271,Michael,5540.0,43619,Brick City,en,2
2272,💗🖤BohoGirlResists🖤💗,44184.0,129786,"PA, USA",en,2
2273,Dazcoops,35.0,699,St Anton am Arlberg,en,2
2274,Satyanash🇮🇳,237.0,15914,In the middle of nowhere,en,2
2275,gab.ai/libour,703.0,34714,earth😏smirk,en,2
2276,Ganesh Ramachandran,107.0,2191,"Chennai, India",en,2
2277,Kandeaux_theALCHEMIST,1493.0,62017,chicaGO🛫Tuskegee🛫DC ,en,2
2278,STOP CHILD ABUSE,212.0,845,"South Carolina, USA",en,2
2279,💜 NINI 💜💫,1583.0,22874,"TN, India",en,2
2280,TRANSSIB PETERSBURG,10944.0,620561,St. Petersburg Russia,en,2
2281,Chowkidar Silver 🇮🇳,4382.0,126868,India,en,2
2282,Thulasidaran,25.0,205,Thanjavur,en,2
2283,MAGA BEN-HUR BILL,6199.0,20223,Northern California NOT liberal CA,en,2
2284,Betty Whitaker,28.0,1864,"Magee, MS",en,2
2285,Bree,244.0,2538,"Oregon, USA",en,2
2286,KG #Isupportagniveer,50.0,4945,New Delhi,en,2
2287,I Am PoLucy,885.0,60656,Mexico City,es,2
2288,Christine BN Chin,280.0,178,"Washington, DC",en,2
2289,Badhri,828.0,12723,Chennai / Srirangam,en,2
2290,S.♠️,489.0,2426,Chennai and Coimbatore,en,2
2291,Talk To Governor Godwin Obaseki,165.0,1019,"Aiguobasinmwin Crescent. GRA, Benin-City. Edo State",en,2
2292,Vini Sapre,4.0,336,"Mumbai, Maharashtra ",en,2
2293,Chowkidar Wat The Fact🇮🇳,834.0,64208,India,en,2
2294,👑Shantè💋,329.0,89899,Myownland 👑,en,2
2295,Aravind,12.0,770,Karimnagar/Hyderabad,en,2
2296,Vichitra,326.0,108,"Mysore, India",en,2
2297,DEMOCRATION,4019.0,47216,"Florida, USA",en,2
2298,Hemant Prasad,440.0,59719,Bharat | Malaysia | Singapore,en,2
2299,Jason Pugh☘️,1968.0,33584,Canada,en,2
2300,debp⭐⭐⭐,2854.0,31085,"Colorado, USA",en,2
2301,sags_ nayan@1918,9.0,166,chennai,en,2
2302,The Miscarriages of Justice Project,19.0,74,Australia,en,2
2303,katherine.,98.0,2143,In the navel of the moon.,es,2
2304,pookachaka,1.0,30,Singapore,en,2
2305,The Real V,292.0,56610,Global,en,2
2306,exharvestmemberhope,115.0,497,Space,en,2
2307,Edward H. Carpenter,2735.0,23321,"Washington, DC",en,2
2308,Judith O'Toole,3866.0,51504,Northampton,en,2
2309,SAVE#SH#Gotham#ODAAT,176.0,9795,Madworld Dreamland Neverland💚,en,2
2310,Grady Foster,35.0,90,"Dublin City, Ireland",en,2
2311,Rana Sunny Singha🇮🇳,44.0,7369,India,en,2
2312,Comics character shoots his author ☧ ن,2046.0,31431,Neverland,en,2
2313,Year of the Black Man,2500.0,217079,Location ,en,2
2314,Human Rights Now,473.0,2087,Tokyo Osaka Geneve New York,en,2
2315,J Delatorre,895.0,10056,"California, USA",en,2
2316,🌷Dixie 4 Trump 2020🌷,15791.0,50458,INDIANA,en,2
2317,Ben 🇺🇸 🏳️‍🌈 🇮🇱,5294.0,182190,United States,en,2
2318,Run thru a Mufkka face. Praise Allah.,89.0,11748,"From Chi Town, USA",en,2
2319,Billy Saideh,933.0,25084,"Wakefield, MA",en,2
2320,BAJ,1256.0,13852,Planet Earth,en,2
2321,Aaron🌪️,1272.0,43399,"Kozhikode, India",en,2
2322,💋𝓒𝓪𝓻𝓶𝓮𝓵𝓢𝔀𝓮𝓮𝓽𝓷𝓮𝓼𝓼💃🏽🇺🇸,576.0,7782,"Metro Area of Detroit, MI",en,2
2323,Himanshu Singh,2140.0,12159,"Patiala, Lucknow",en,2
2324,Gratuitous Phil,10030.0,225467,"Milwaukee, Wi",en,2
2325,Marko Silberhand,21194.0,20915,"Bayern, Deutschland",en,2
2326,Rick Proctor,1824.0,101997,"Lutherville, MD",en,2
2327,Margie,591.0,4527,"Tennessee, USA",en,2
2328,Manimaddy,5.0,898,Coimbatore,en,2
2329,Laura Dill,575.0,53035,"Florida, USA",en,2
2330,🇺🇸 RANDY SUDDUTH 🇺🇸,3910.0,4300,🇺🇸AMERICA🇺🇸,en,2
2331,Bobzaiah,1503.0,805,Everywhere,en,2
2332,Kim Evans,311.0,29565,Sweden,en,2
2333,JAGRUK NAGRIK,1756.0,45421,INDIA ,en,2
2334,M.,121.0,6136,"London, England",en,2
2335,M.,121.0,6136,United States,en,2
2336,Nitesh Náàñî,103.0,6799,"Thanjavur, India",en,2
2337,Vital Voices,85015.0,20920,"Washington, D.C.",en,2
2338,Judith Bixby Boling,10228.0,100690,"Visalia, California",en,2
2339,Alex feat. Girl The World Tour on 3/26 Honestly,1404.0,11589,"55-none ur damn business, ca",en,2
2340,Tejas Gadiya,310.0,110593,"Pune, India",en,2
2341,Elizabeth ➡️ Home,3515.0,117228,FL ➡️ NC,en,2
2342,lynda,5684.0,162729,"Queensland, Australia",en,2
2343,Jan C Malandra,3001.0,64636,"Richmond, IN",en,2
2344,chowkidar king_of_kings,106.0,28402,India,en,2
2345,Chowkidar Pandurang,842.0,55658,Mumbai,en,2
2346,Lesley Pinder,3439.0,62070,Live in London. Thoroughly Sco,en,2
2347,Subash,111.0,6905,New Washermanpet,en,2
2348,aam aadmi,403.0,77869,"Melbourne, Australia",en,2
2349,how's the rogan josh?,125.0,3761,Ulagam,en,2
2350,Debra,1481.0,11386,Toblerone,es,2
2351,Chowkidar Amod Ranjan,5154.0,33023,Patna,en,2
2352,Smritigitpal,1236.0,35999,"Kolkata, India",en,2
2353,Erin Snider,4860.0,77912,"California, USA",en,2
2354,Phoenixwmn,3809.0,116731,TROLLS: U get exactly what u give,en,2
2355,Real_Infinity95,1988.0,656868,Unknown,en,2
2356,I am also Tom Cruise,105.0,950,"Barcelona, Spain",en,2
2357,Sam #ibelievehim,411.0,8471,Johnny Depp Land 💞💞💞,en,2
2358,Taiti,8.0,239,Middle East,en,2
2359,BermondseyBoy,9212.0,24365,"South London, Bruv!",en,2
2360,Yanni Profit,111.0,537,Chicago Illinois,en,2
2361,👸🏻Lorraine💜L.,213.0,46500,California❣️USA ,en,2
2362,Dark Matters,12985.0,220905,"Philadelphia, PA",en,2
2363,Anju..,367.0,30637,on your thoughts ,en,2
2364,水原 希子,463.0,7752,blm,en,2
2365,Flamboyant B 🐝,404.0,3802,Out of your reach.,en,2
2366,Daniel Scott,240.0,2521,"Doniphan, MO",en,2
2367,Salman✳,369.0,36352,India,en,2
2368,Aarbi,200.0,22138,Bangalore,en,2
2369,Patricia,12.0,1016,"Riverside, Cali",en,2
2370,Chowkidar Partha,2135.0,10606,India,en,2
2371,Fonzy Minaj,76.0,1128,"Los Angeles, CA",en,2
2372,PAULUS V,652.0,9631,At home,en,2
2373,Lyle Stoner,3867.0,66650,"Ebensburg, PA
",en,2
2374,Shelley Napier,57.0,8523,Virginia,en,2
2375,Bubble Bath Enthusiast,687.0,19646,Janelle Monáe’s jawline ,en,2
2376,Harlem Rep Theatre,274.0,647,"240 East 123rd St New York, NY",en,2
2377,Cheryl Dearee,12.0,64,"District of Columbia, USA",en,2
2378,Gary Snyder,192.0,6213,"Beverly Hills, California",en,2
2379,ヨモギウ アレイ 🍤,4413.0,409869,"Fukuoka,JP ミナミクミン",en,2
2380,Pramod Shah,179.0,10621,kolkata,en,2
2381,Diamond,159.0,43777,India,en,2
2382,Vaughn,2019.0,119512,Denver ,en,2
2383,LevelUp2019,343.0,6765,Where I wanna be,en,2
2384,Ivana Isailovic,467.0,533,"New York, USA",en,2
2385,Sen. Violeta⚡ Fifí,2140.0,82052,El salvaje Michoacán,es,2
2386,miprv💎,497.0,7176,"Veracruz, México",en,2
2387,John Mashey,3219.0,44279,SF Bay Area,en,2
2388,Stephen Dowell,1855.0,46728,"Jamaica, NY",en,2
2389,The Patriot,27815.0,111663,The whole world is my native l,en,2
2390,TORY RICHARDS,6517.0,48682,"Florida, USA",en,2
2391,Arun Maxwell,71.0,5696,tamilnadu,en,2
2392,PDS,415.0,18276,"Mumbai, Maharashtra",en,2
2393,HUBERT LEITENBAUER,66037.0,110232,AUSTRIA - EUROPE - WORLDWIDE,en,2
2394,EG Arnold,125.0,31604,"Surprise, AZ",en,2
2395,Moe Murph,3214.0,190999,"Dupont Circle, Washington.",en,2
2396,ViNuShaNkEr ViNeETh AjiThA,73.0,2929,"Mavelikara, India (Alappuzha) ",en,2
2397,Karthick Raja✨,1404.0,98096,"Chinnamanur,Theni district..",en,2
2398,karmen,386.0,53118,west coast,en,2
2399,Celeste K,685.0,5625,"Illinois, USA",en,2
2400,Putin On The Ritz Cracker🐿,9772.0,140667,Up A Tree,en,2
2401,Mera Chowkidaar PM Chor Hai,255.0,19348,New Delhi,en,2
2402,चौकीदार Abhishek Jha,2329.0,12036,"Supaul, India",en,2
2403,Umar,2048.0,17925,"Peshawar, Pakistan",en,2
2404,Ram Kumar Bharti,55.0,11521,"Maharashtra, India",en,2
2405,Tamma Tamma Loge,100.0,4462,ख़यालों में....,en,2
2406,Tyler Owen Morris,104.0,1363,"San Francisco, CA",en,2
2407,Lyft Driver,33.0,362,Massachusetts,en,2
2408,NYT National News,79291.0,166643,From Sea to Shining Sea,en,2
2409,Ravi Kumar,120.0,22204,New Delhi,en,2
2410,Angela J Min,207.0,440,New York,en,2
2411,Anne,948.0,33302,"Upper Darby, PA",en,2
2412,John Hayes,97.0,466,Bethnal Green,en,2
2413,karthik,127.0,11685,"Chennai, India",en,2
2414,"STOP BELIEVING WORDS, START SEARCHING FOR FACTS",1233.0,127093,"Suisse, Lausanne",en,2
2415,Deepak Shravan,74.0,905,"Chennai, Tamilnadu",en,2
2416,🌸 i'm a mess of contradictions in a dress,535.0,142412,it was a dream of home…,en,2
2417,Anne,948.0,33302,"Houston, TX",en,2
2418,"Hi, I’m Brii🍬",660.0,14270,Working on it🥇,en,2
2419,Brooke Lynn,118313.0,27631,"Colorado Springs, Colorado",en,2
2420,Cristiane,889.0,19118,United States,en,2
2421,Flossie McKnight,1785.0,4079,"Vancouver, British Columbia",en,2
2422,Kristella Beauty,111.0,937,Spain,en,2
2423,TAMU School of Law,2625.0,2754,"Fort Worth, Texas",en,2
2424,jeff,24.0,877,"New York, NY",en,2
2425,Joanna Maycock,4867.0,15670,Brussels,en,2
2426,arvind_13,1758.0,77243,"Chennai, India",en,2
2427,sridevi sreedhar,569421.0,22428,"Chennai, India",en,2
2428,Shikesh Sorathia,125.0,3915,United Kingdom,en,2
2429,╳,818.0,34708,D.C — N.Y.C,en,2
2430,Jules,37.0,1188,🇬🇧,en,2
2431,anna,1226.0,233972,In MJ world true hero,en,2
2432,Giovanni Arcangeli 🍇,70.0,1482,libero professionista,en,2
2433,Leon,256.0,5503,United Kingdom,en,2
2434,Giri Subramanian,147.0,59623,"Chennai, India",en,2
2435,Nathaniel Sewell,430.0,348,"St. Petersburg, Florida",en,2
2436,A.Z.M.B,202.0,20937,Canberra,en,2
2437,Patron,3555.0,1747,lo,en,2
2438,🧙🏾‍♂️,579.0,8198,Dilli ,en,2
2439,Aya Fujimura-Fanselow,111.0,58,"Durham, NC",en,2
2440,Kum-by-Nah Nation,3030.0,12760,"Buckle Of The Lynch Belt, OK",en,2
2441,Frank Tibbetts,1817.0,5955,"Wentworth, Nova Scotia, Canada",en,2
2442,Ryan Deem,1097.0,104298,"Fairfax, VA",en,2
2443,Chenoa Matthews,69.0,7172,"U.S.A, Pittsburgh",en,2
2444,🏁👾 me: sleep deprived,78.0,2112,👾,en,2
2445,Kathi Aker,1365.0,74918,"Tujunga, Los Angeles",en,2
2446,Dapper Dyke,18.0,89,Los Angeles,en,2
2447,👌Julia🔆,245.0,2589,America,en,2
2448,Deborah Lee,161.0,18300,"Burbank, CA",en,2
2449,NightHawk,74.0,2101,"Bengaluru, India",en,2
2450,J. Jonah,77.0,11813,California,en,2
2451,Chowkidaar Sanjay Rastogi,291.0,23597, India,en,2
2452,🌷💐🌺 𝓔𝓛𝓛𝓘𝓔 🌺💐🌷,65901.0,107636,"Wisconsin, USA",en,2
2453,ProudLiberal,2192.0,18522,California,en,2
2454,∂૨ ૨αɦµℓ รɦα૨ɱα🇮🇳,463.0,40920,भारत,en,2
2455,Emilie Helfand,272.0,10027,"Los Angeles, CA",en,2
2456,BENJAMIN MARSHALL,19.0,949,"Atlanta, GA",en,2
2457,DonMMuhammad,801.0,17337,Nation Of Islam,en,2
2458,JOHN E. MUDD,16404.0,169109,"San Juan, Puerto Rico",en,2
2459,Nana Kwame Anthony,233.0,79501,"Philly, USA",en,2
2460,Christie Easley,342.0,3511,Tuscumbia Alabama,en,2
2461,saenz de varona,810.0,130090,Sotogrande ( Cádiz ) España,es,2
2462,Jason Anderson,220.0,24664,"Midland, TX",en,2
2463,Paul Donovan,141.0,15098,"Florida, USA",en,2
2464,helena hart hughes,178.0,22996,Boston,en,2
2465,Chelsea R. Miller,1390.0,13097,"Saratoga Springs, NY",en,2
2466,Ben Hopf,8.0,372,"Huntingburg, IN",en,2
2467,Shavaris Houston,58.0,9595,"Chicago, Il",en,2
2468,Justine ♒,1412.0,29532,"New Hampshire, USA",en,2
2469,Dave Powers,816.0,171884,manhattan,en,2
2470,Cuomo Watch,14528.0,118149,New York State,en,2
2471,FGCM Krown K,725.0,77540,"Washington, DC",en,2
2472,ASK News,62.0,7061,"North Carolina, USA",en,2
2473,T Fergie,1903.0,120629,OH-NY-NJ-PA,en,2
2474,🎵🎶Charlie Boswell Brown🎶🎵,1073.0,51255,"Virginia, USA",en,2
2475,Aaditya Bagwe,84.0,9531,"Mumbai, India",en,2
2476,Inder Bir Kaur,487.0,10296,"Mumbai, India",en,2
2477,Balto Fang,382.0,21195,United States,en,2
2478,Colleen Taylor West,935.0,29372,"Michigan, USA",en,2
2479,Javeed_Sbhyd,18.0,862,"Hyderabad, India",en,2
2480,Ryan Broderick,54621.0,73338,"New York, I guess",en,2
2481,David Mack,65306.0,45695,New York,en,2
2482,Aware Girls,2301.0,60,Peshawar,en,2
2483,John,951.0,12405,TBD,en,2
2484,Imanol Gómez,278.0,50570,Country Bilbao Pais Basque,es,2
2485,GERALYN DOSSAN,617.0,31051,New York,en,2
2486,V Ramesh,91.0,5190,"Chennai, India",en,2
2487,Peter Andrews  ⭐️⭐️⭐️,6231.0,29057,Close to the Mexico border in Trump county,en,2
2488,Mery T Mills,573.0,10776,Australia,en,2
2489,Teresa Meyer (Terri),1350.0,35360,South Carolina,en,2
2490,Lee Arrogant,1414.0,43530,Global,en,2
2491,alianora,204.0,21208,colorado,en,2
2492,JE,317.0,16952,"California, USA",en,2
2493,Shivank Dixit,869.0,102710,India,en,2
2494,Buddybud,3876.0,62181,"Dollar Point, CA",en,2
2495,Karl Hoff,3154.0,44013,"Colorado, USA",en,2
2496,kamal kumar,955.0,5210,"New Delhi, India",en,2
2497,Snickers Lover,16.0,334,the hood,en,2
2498,Loraine Conn,5305.0,45778,"Perth, Western Australia",en,2
2499,Redd,21526.0,20581,"Shithole, Commiefornia",en,2
2500,Rita Olson 🌊🌊🌊🌊🌊,1129.0,22056,Portland Oregon,en,2
